date,Match Up,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-,teams,player_id
2019-11-27,"Nov 27, 2019 - POR vs. OKC",W,6,4,1,2,50.0,0,0,0.0,2,2,100.0,1,3,4,0,0,0,1,3,-11, POR vs. OKC,1629650
2019-11-25,"Nov 25, 2019 - POR @ CHI",W,4,4,2,4,50.0,0,0,0.0,0,2,0.0,1,1,2,0,1,0,0,1,1, POR @ CHI,1629650
2019-11-12,"Nov 12, 2019 - POR @ SAC",L,4,0,0,1,0.0,0,0,0.0,0,0,0.0,0,3,3,0,0,0,0,0,-4, POR @ SAC,1629650
2019-11-10,"Nov 10, 2019 - POR vs. ATL",W,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0, POR vs. ATL,1629650
2019-11-27,"Nov 27, 2019 - POR vs. OKC",W,6,4,1,2,50.0,0,0,0.0,2,2,100.0,1,3,4,0,0,0,1,3,-11, POR vs. OKC,1629650
2019-11-25,"Nov 25, 2019 - POR @ CHI",W,4,4,2,4,50.0,0,0,0.0,0,2,0.0,1,1,2,0,1,0,0,1,1, POR @ CHI,1629650
2019-11-12,"Nov 12, 2019 - POR @ SAC",L,4,0,0,1,0.0,0,0,0.0,0,0,0.0,0,3,3,0,0,0,0,0,-4, POR @ SAC,1629650
2019-11-10,"Nov 10, 2019 - POR vs. ATL",W,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0, POR vs. ATL,1629650
2019-11-27,"Nov 27, 2019 - POR vs. OKC",W,6,4,1,2,50.0,0,0,0.0,2,2,100.0,1,3,4,0,0,0,1,3,-11, POR vs. OKC,1629650
2019-11-25,"Nov 25, 2019 - POR @ CHI",W,4,4,2,4,50.0,0,0,0.0,0,2,0.0,1,1,2,0,1,0,0,1,1, POR @ CHI,1629650
2019-11-12,"Nov 12, 2019 - POR @ SAC",L,4,0,0,1,0.0,0,0,0.0,0,0,0.0,0,3,3,0,0,0,0,0,-4, POR @ SAC,1629650
2019-11-10,"Nov 10, 2019 - POR vs. ATL",W,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0, POR vs. ATL,1629650
