date,Match Up,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-,teams,player_id
2019-12-26,"Dec 26, 2019 - UTA vs. POR",W,36,16,7,7,100.0,0,0,0.0,2,6,33.3,4,11,15,2,0,1,0,3,13, UTA vs. POR,203497
2019-12-23,"Dec 23, 2019 - UTA @ MIA",L,36,18,9,11,81.8,0,0,0.0,0,1,0.0,5,14,19,0,1,5,1,3,-3, UTA @ MIA,203497
2019-12-21,"Dec 21, 2019 - UTA @ CHA",W,37,17,6,9,66.7,0,0,0.0,5,5,100.0,5,14,19,1,1,3,2,3,16, UTA @ CHA,203497
2019-12-19,"Dec 19, 2019 - UTA @ ATL",W,37,20,5,9,55.6,0,0,0.0,10,19,52.6,4,9,13,1,0,3,3,2,16, UTA @ ATL,203497
2019-12-17,"Dec 17, 2019 - UTA vs. ORL",W,37,12,6,10,60.0,0,0,0.0,0,0,0.0,4,15,19,5,0,0,3,2,11, UTA vs. ORL,203497
2019-12-13,"Dec 13, 2019 - UTA vs. GSW",W,36,15,6,9,66.7,0,0,0.0,3,4,75.0,3,12,15,2,0,2,0,3,25, UTA vs. GSW,203497
2019-12-11,"Dec 11, 2019 - UTA @ MIN",W,36,20,8,11,72.7,0,0,0.0,4,7,57.1,7,9,16,3,2,2,3,2,-1, UTA @ MIN,203497
2019-12-09,"Dec 09, 2019 - UTA vs. OKC",L,33,19,9,10,90.0,0,0,0.0,1,2,50.0,4,13,17,1,0,0,4,3,-9, UTA vs. OKC,203497
2019-12-07,"Dec 07, 2019 - UTA vs. MEM",W,31,19,8,9,88.9,0,0,0.0,3,4,75.0,2,9,11,5,0,0,1,4,14, UTA vs. MEM,203497
2019-12-04,"Dec 04, 2019 - UTA vs. LAL",L,27,13,6,8,75.0,0,0,0.0,1,3,33.3,4,6,10,2,1,0,2,3,-8, UTA vs. LAL,203497
2019-12-02,"Dec 02, 2019 - UTA @ PHI",L,36,27,11,15,73.3,0,0,0.0,5,10,50.0,5,7,12,2,0,3,1,2,-3, UTA @ PHI,203497
2019-12-01,"Dec 01, 2019 - UTA @ TOR",L,28,12,4,7,57.1,0,0,0.0,4,8,50.0,4,7,11,1,0,1,3,2,-21, UTA @ TOR,203497
2019-11-29,"Nov 29, 2019 - UTA @ MEM",W,36,13,6,11,54.5,0,0,0.0,1,2,50.0,4,9,13,3,0,2,0,1,14, UTA @ MEM,203497
2019-11-27,"Nov 27, 2019 - UTA @ IND",L,30,14,5,9,55.6,0,0,0.0,4,6,66.7,5,8,13,0,1,1,2,5,-13, UTA @ IND,203497
2019-11-22,"Nov 22, 2019 - UTA vs. GSW",W,35,8,3,8,37.5,0,0,0.0,2,2,100.0,5,14,19,1,1,7,3,2,1, UTA vs. GSW,203497
2019-11-20,"Nov 20, 2019 - UTA @ MIN",W,35,12,5,8,62.5,0,0,0.0,2,3,66.7,3,12,15,1,0,5,3,3,9, UTA @ MIN,203497
2019-11-18,"Nov 18, 2019 - UTA vs. MIN",L,36,16,5,8,62.5,0,0,0.0,6,7,85.7,5,9,14,1,1,1,2,5,-10, UTA vs. MIN,203497
2019-11-15,"Nov 15, 2019 - UTA @ MEM",L,36,23,9,11,81.8,0,0,0.0,5,7,71.4,7,10,17,1,0,5,3,1,10, UTA @ MEM,203497
2019-11-12,"Nov 12, 2019 - UTA vs. BKN",W,38,18,8,10,80.0,0,0,0.0,2,4,50.0,4,11,15,2,2,2,2,2,0, UTA vs. BKN,203497
2019-11-11,"Nov 11, 2019 - UTA @ GSW",W,35,25,11,12,91.7,0,0,0.0,3,9,33.3,2,12,14,1,1,2,0,3,15, UTA @ GSW,203497
2019-11-08,"Nov 08, 2019 - UTA vs. MIL",W,37,8,1,2,50.0,0,0,0.0,6,10,60.0,3,14,17,0,0,1,3,5,4, UTA vs. MIL,203497
2019-11-06,"Nov 06, 2019 - UTA vs. PHI",W,36,14,4,8,50.0,0,0,0.0,6,8,75.0,4,12,16,3,3,1,0,6,9, UTA vs. PHI,203497
2019-11-03,"Nov 03, 2019 - UTA @ LAC",L,34,12,4,8,50.0,0,0,0.0,4,6,66.7,2,12,14,0,0,0,0,4,3, UTA @ LAC,203497
2019-11-01,"Nov 01, 2019 - UTA @ SAC",L,38,15,5,6,83.3,0,0,0.0,5,7,71.4,5,11,16,0,1,3,3,2,-7, UTA @ SAC,203497
2019-10-30,"Oct 30, 2019 - UTA vs. LAC",W,33,13,5,7,71.4,0,0,0.0,3,8,37.5,0,7,7,0,1,2,1,3,3, UTA vs. LAC,203497
2019-10-28,"Oct 28, 2019 - UTA @ PHX",W,36,15,2,4,50.0,0,0,0.0,11,12,91.7,2,16,18,1,3,1,5,3,13, UTA @ PHX,203497
2019-10-26,"Oct 26, 2019 - UTA vs. SAC",W,25,6,3,3,100.0,0,0,0.0,0,0,0.0,1,5,6,2,0,1,4,3,16, UTA vs. SAC,203497
2019-10-25,"Oct 25, 2019 - UTA @ LAL",L,32,8,4,8,50.0,0,0,0.0,0,1,0.0,0,9,9,3,2,0,3,3,-2, UTA @ LAL,203497
2019-10-23,"Oct 23, 2019 - UTA vs. OKC",W,38,7,3,6,50.0,0,0,0.0,1,3,33.3,3,11,14,0,0,1,4,5,13, UTA vs. OKC,203497
2019-04-09,"Apr 09, 2019 - UTA vs. DEN",W,35,20,7,12,58.3,0,0,0.0,6,9,66.7,2,8,10,1,1,2,0,1,26, UTA vs. DEN,203497
2019-04-07,"Apr 07, 2019 - UTA @ LAL",L,36,21,8,11,72.7,0,0,0.0,5,8,62.5,6,4,10,2,0,2,2,3,4, UTA @ LAL,203497
2019-04-05,"Apr 05, 2019 - UTA vs. SAC",W,29,17,6,10,60.0,0,0,0.0,5,8,62.5,3,8,11,1,3,4,2,5,12, UTA vs. SAC,203497
2019-04-03,"Apr 03, 2019 - UTA @ PHX",W,36,17,7,9,77.8,0,0,0.0,3,5,60.0,4,9,13,3,0,5,4,3,12, UTA @ PHX,203497
2019-04-01,"Apr 01, 2019 - UTA vs. CHA",W,39,18,8,10,80.0,0,0,0.0,2,7,28.6,2,16,18,1,0,3,2,5,22, UTA vs. CHA,203497
2019-03-29,"Mar 29, 2019 - UTA vs. WAS",W,35,13,4,7,57.1,0,0,0.0,5,5,100.0,3,14,17,3,1,3,3,3,-16, UTA vs. WAS,203497
2019-03-27,"Mar 27, 2019 - UTA vs. LAL",W,32,22,9,12,75.0,0,0,0.0,4,6,66.7,3,8,11,0,2,3,0,4,28, UTA vs. LAL,203497
2019-03-25,"Mar 25, 2019 - UTA vs. PHX",W,28,27,9,11,81.8,0,0,0.0,9,11,81.8,4,6,10,0,0,2,1,2,4, UTA vs. PHX,203497
2019-03-23,"Mar 23, 2019 - UTA @ CHI",W,26,21,9,11,81.8,0,0,0.0,3,7,42.9,6,8,14,2,0,4,0,2,19, UTA @ CHI,203497
2019-03-21,"Mar 21, 2019 - UTA @ ATL",L,32,12,4,6,66.7,0,0,0.0,4,8,50.0,3,8,11,3,1,0,2,3,2, UTA @ ATL,203497
2019-03-20,"Mar 20, 2019 - UTA @ NYK",W,26,18,7,7,100.0,0,0,0.0,4,4,100.0,3,6,9,2,1,0,2,2,22, UTA @ NYK,203497
2019-03-18,"Mar 18, 2019 - UTA @ WAS",W,32,14,6,6,100.0,0,0,0.0,2,3,66.7,3,11,14,3,1,2,1,0,13, UTA @ WAS,203497
2019-03-16,"Mar 16, 2019 - UTA vs. BKN",W,34,23,9,12,75.0,0,0,0.0,5,10,50.0,6,11,17,1,0,3,2,3,10, UTA vs. BKN,203497
2019-03-14,"Mar 14, 2019 - UTA vs. MIN",W,28,10,5,7,71.4,0,0,0.0,0,2,0.0,5,8,13,1,0,2,1,5,14, UTA vs. MIN,203497
2019-03-13,"Mar 13, 2019 - UTA @ PHX",W,32,18,6,9,66.7,0,0,0.0,6,11,54.5,7,13,20,1,1,0,2,3,15, UTA @ PHX,203497
2019-03-11,"Mar 11, 2019 - UTA vs. OKC",L,35,15,5,8,62.5,0,0,0.0,5,7,71.4,3,9,12,1,1,4,1,2,-11, UTA vs. OKC,203497
2019-03-08,"Mar 08, 2019 - UTA @ MEM",L,33,9,3,6,50.0,0,0,0.0,3,7,42.9,3,4,7,1,1,5,2,2,-8, UTA @ MEM,203497
2019-03-06,"Mar 06, 2019 - UTA @ NOP",W,33,22,10,12,83.3,0,0,0.0,2,6,33.3,2,11,13,1,0,4,4,2,9, UTA @ NOP,203497
2019-03-04,"Mar 04, 2019 - UTA vs. NOP",L,34,19,8,11,72.7,0,0,0.0,3,4,75.0,6,13,19,0,0,2,0,3,-8, UTA vs. NOP,203497
2019-03-02,"Mar 02, 2019 - UTA vs. MIL",W,20,5,2,9,22.2,0,0,0.0,1,8,12.5,5,4,9,1,0,1,1,2,-36, UTA vs. MIL,203497
2019-02-28,"Feb 28, 2019 - UTA @ DEN",W,30,16,5,8,62.5,0,0,0.0,6,11,54.5,3,5,8,1,0,4,1,5,-10, UTA @ DEN,203497
2019-02-27,"Feb 27, 2019 - UTA vs. LAC",W,34,20,6,9,66.7,0,0,0.0,8,10,80.0,4,9,13,2,0,4,2,5,9, UTA vs. LAC,203497
2019-02-23,"Feb 23, 2019 - UTA vs. DAL",W,33,15,4,8,50.0,0,0,0.0,7,8,87.5,2,10,12,1,0,3,2,3,11, UTA vs. DAL,203497
2019-02-22,"Feb 22, 2019 - UTA @ OKC",L,44,26,9,12,75.0,0,0,0.0,8,13,61.5,7,10,17,2,1,3,3,5,-7, UTA @ OKC,203497
2019-02-12,"Feb 12, 2019 - UTA @ GSW",L,35,13,4,5,80.0,0,0,0.0,5,6,83.3,3,13,16,3,0,0,3,3,-2, UTA @ GSW,203497
2019-02-09,"Feb 09, 2019 - UTA vs. SAS",W,31,21,8,10,80.0,0,0,0.0,5,6,83.3,5,8,13,4,0,2,3,1,15, UTA vs. SAS,203497
2019-02-06,"Feb 06, 2019 - UTA vs. PHX",W,33,16,5,8,62.5,0,0,0.0,6,10,60.0,4,8,12,2,3,3,0,1,7, UTA vs. PHX,203497
2019-02-02,"Feb 02, 2019 - UTA vs. HOU",L,29,10,3,8,37.5,0,0,0.0,4,6,66.7,5,8,13,1,1,2,1,3,-15, UTA vs. HOU,203497
2019-02-01,"Feb 01, 2019 - UTA vs. ATL",W,28,25,7,7,100.0,0,0,0.0,11,15,73.3,2,11,13,1,0,2,3,5,11, UTA vs. ATL,203497
2019-01-30,"Jan 30, 2019 - UTA @ POR",L,27,15,7,9,77.8,0,0,0.0,1,2,50.0,1,8,9,2,0,2,1,2,-26, UTA @ POR,203497
2019-01-27,"Jan 27, 2019 - UTA @ MIN",W,32,17,7,8,87.5,0,0,0.0,3,6,50.0,2,2,4,4,2,3,2,3,0, UTA @ MIN,203497
2019-01-25,"Jan 25, 2019 - UTA vs. MIN",W,36,18,8,12,66.7,0,0,0.0,2,4,50.0,9,7,16,2,2,5,1,2,15, UTA vs. MIN,203497
2019-01-23,"Jan 23, 2019 - UTA vs. DEN",W,37,15,4,11,36.4,0,0,0.0,7,9,77.8,7,3,10,3,0,3,0,3,16, UTA vs. DEN,203497
2019-01-21,"Jan 21, 2019 - UTA vs. POR",L,33,10,4,10,40.0,0,0,0.0,2,4,50.0,5,8,13,3,0,4,4,1,-5, UTA vs. POR,203497
2019-01-18,"Jan 18, 2019 - UTA vs. CLE",W,27,19,8,10,80.0,0,0,0.0,3,3,100.0,3,12,15,5,2,2,3,3,26, UTA vs. CLE,203497
2019-01-16,"Jan 16, 2019 - UTA @ LAC",W,34,23,7,10,70.0,0,0,0.0,9,10,90.0,6,16,22,1,1,4,0,3,19, UTA @ LAC,203497
2019-01-14,"Jan 14, 2019 - UTA vs. DET",W,36,18,6,9,66.7,0,0,0.0,6,8,75.0,3,22,25,3,0,2,1,3,20, UTA vs. DET,203497
2019-01-12,"Jan 12, 2019 - UTA vs. CHI",W,40,15,5,6,83.3,0,0,0.0,5,9,55.6,5,11,16,8,1,2,5,5,19, UTA vs. CHI,203497
2019-01-11,"Jan 11, 2019 - UTA vs. LAL",W,32,12,4,10,40.0,0,0,0.0,4,8,50.0,7,11,18,2,2,2,2,4,18, UTA vs. LAL,203497
2019-01-09,"Jan 09, 2019 - UTA vs. ORL",W,36,12,4,8,50.0,0,0,0.0,4,4,100.0,2,12,14,2,1,1,1,4,12, UTA vs. ORL,203497
2019-01-07,"Jan 07, 2019 - UTA @ MIL",L,39,14,4,8,50.0,0,0,0.0,6,10,60.0,3,12,15,3,2,1,2,3,-14, UTA @ MIL,203497
2019-01-05,"Jan 05, 2019 - UTA @ DET",W,27,9,4,7,57.1,0,0,0.0,1,4,25.0,3,8,11,3,0,1,1,4,6, UTA @ DET,203497
2019-01-04,"Jan 04, 2019 - UTA @ CLE",W,31,12,4,4,100.0,0,0,0.0,4,4,100.0,1,6,7,2,1,5,1,1,25, UTA @ CLE,203497
2019-01-01,"Jan 01, 2019 - UTA @ TOR",L,32,16,6,7,85.7,0,0,0.0,4,5,80.0,3,6,9,2,2,0,0,3,-11, UTA @ TOR,203497
2018-12-29,"Dec 29, 2018 - UTA vs. NYK",W,25,25,10,12,83.3,0,0,0.0,5,6,83.3,5,11,16,0,0,1,1,2,14, UTA vs. NYK,203497
2018-12-27,"Dec 27, 2018 - UTA vs. PHI",L,36,17,5,9,55.6,0,0,0.0,7,8,87.5,5,10,15,5,2,0,3,2,-15, UTA vs. PHI,203497
2018-12-25,"Dec 25, 2018 - UTA vs. POR",W,33,18,7,10,70.0,0,0,0.0,4,9,44.4,4,10,14,0,1,7,3,3,10, UTA vs. POR,203497
2018-12-22,"Dec 22, 2018 - UTA vs. OKC",L,34,20,8,15,53.3,0,0,0.0,4,6,66.7,3,7,10,0,0,1,0,1,3, UTA vs. OKC,203497
2018-12-21,"Dec 21, 2018 - UTA @ POR",W,30,11,4,9,44.4,0,0,0.0,3,3,100.0,2,9,11,3,0,2,3,3,13, UTA @ POR,203497
2018-12-19,"Dec 19, 2018 - UTA vs. GSW",W,32,17,6,12,50.0,0,0,0.0,5,6,83.3,4,11,15,1,0,4,2,2,3, UTA vs. GSW,203497
2018-04-11,"Apr 11, 2018 - UTA @ POR",L,32,13,5,11,45.5,0,0,0.0,3,4,75.0,6,7,13,1,0,1,2,3,-6, UTA @ POR,203497
2018-04-10,"Apr 10, 2018 - UTA vs. GSW",W,28,13,5,7,71.4,0,0,0.0,3,4,75.0,1,3,4,2,0,2,1,2,36, UTA vs. GSW,203497
2018-04-08,"Apr 08, 2018 - UTA @ LAL",W,26,4,2,5,40.0,0,0,0.0,0,2,0.0,1,5,6,2,2,1,3,4,2, UTA @ LAL,203497
2018-04-05,"Apr 05, 2018 - UTA vs. LAC",W,28,15,6,6,100.0,0,0,0.0,3,6,50.0,4,6,10,2,1,3,2,1,22, UTA vs. LAC,203497
2018-04-03,"Apr 03, 2018 - UTA vs. LAL",W,36,12,5,10,50.0,0,0,0.0,2,5,40.0,4,12,16,5,2,3,5,3,17, UTA vs. LAL,203497
2018-04-01,"Apr 01, 2018 - UTA @ MIN",W,32,6,2,3,66.7,0,0,0.0,2,4,50.0,1,12,13,1,0,4,3,1,22, UTA @ MIN,203497
2018-03-30,"Mar 30, 2018 - UTA vs. MEM",W,29,9,3,4,75.0,0,0,0.0,3,6,50.0,2,8,10,0,2,0,4,3,1, UTA vs. MEM,203497
