date,Match Up,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-,teams,player_id
2019-12-22,"Dec 22, 2019 - LAL vs. DEN",L,10,7,3,4,75.0,1,2,50.0,0,0,0.0,0,0,0,0,0,0,0,2,-4, LAL vs. DEN,203584
2019-12-19,"Dec 19, 2019 - LAL @ MIL",L,3,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,6, LAL @ MIL,203584
2019-12-17,"Dec 17, 2019 - LAL @ IND",L,12,2,1,3,33.3,0,1,0.0,0,0,0.0,0,0,0,1,0,0,0,1,5, LAL @ IND,203584
2019-12-11,"Dec 11, 2019 - LAL @ ORL",W,7,4,1,2,50.0,1,1,100.0,1,3,33.3,0,1,1,0,0,0,0,0,8, LAL @ ORL,203584
2019-12-08,"Dec 08, 2019 - LAL vs. MIN",W,8,0,0,2,0.0,0,2,0.0,0,0,0.0,0,1,1,0,0,0,0,1,-6, LAL vs. MIN,203584
2019-12-06,"Dec 06, 2019 - LAL @ POR",W,13,9,3,5,60.0,3,5,60.0,0,0,0.0,0,1,1,1,1,0,1,3,7, LAL @ POR,203584
2019-12-04,"Dec 04, 2019 - LAL @ UTA",W,13,3,1,4,25.0,1,3,33.3,0,0,0.0,0,2,2,0,1,0,0,1,2, LAL @ UTA,203584
2019-12-03,"Dec 03, 2019 - LAL @ DEN",W,10,6,2,3,66.7,2,3,66.7,0,1,0.0,1,2,3,0,0,0,0,0,6, LAL @ DEN,203584
2019-12-01,"Dec 01, 2019 - LAL vs. DAL",L,17,5,2,4,50.0,1,2,50.0,0,0,0.0,0,1,1,0,0,0,1,1,-4, LAL vs. DAL,203584
2019-11-29,"Nov 29, 2019 - LAL vs. WAS",W,13,0,0,4,0.0,0,3,0.0,0,0,0.0,0,2,2,0,1,0,0,0,-1, LAL vs. WAS,203584
2019-11-27,"Nov 27, 2019 - LAL @ NOP",W,11,4,2,3,66.7,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,8, LAL @ NOP,203584
2019-11-25,"Nov 25, 2019 - LAL @ SAS",W,15,11,4,6,66.7,3,3,100.0,0,0,0.0,0,0,0,0,1,0,0,0,7, LAL @ SAS,203584
2019-11-23,"Nov 23, 2019 - LAL @ MEM",W,18,3,1,5,20.0,1,4,25.0,0,0,0.0,1,0,1,0,0,0,1,1,-6, LAL @ MEM,203584
2019-11-17,"Nov 17, 2019 - LAL vs. ATL",W,16,2,1,5,20.0,0,4,0.0,0,0,0.0,1,1,2,0,0,0,0,3,-5, LAL vs. ATL,203584
2019-11-10,"Nov 10, 2019 - LAL vs. TOR",L,17,11,4,7,57.1,3,5,60.0,0,0,0.0,0,4,4,0,0,1,0,1,-2, LAL vs. TOR,203584
2019-11-08,"Nov 08, 2019 - LAL vs. MIA",W,13,3,1,3,33.3,1,3,33.3,0,0,0.0,0,2,2,0,0,0,0,0,-1, LAL vs. MIA,203584
