date,Match Up,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-,teams,player_id
2019-12-26,"Dec 26, 2019 - UTA vs. POR",W,9,0,0,0,0.0,0,0,0.0,0,0,0.0,1,2,3,0,0,0,1,4,-2, UTA vs. POR,202334
2019-12-23,"Dec 23, 2019 - UTA @ MIA",L,12,0,0,1,0.0,0,0,0.0,0,0,0.0,3,2,5,0,1,0,0,4,0, UTA @ MIA,202334
2019-12-21,"Dec 21, 2019 - UTA @ CHA",W,7,0,0,1,0.0,0,0,0.0,0,0,0.0,0,2,2,0,1,0,0,1,-12, UTA @ CHA,202334
2019-12-19,"Dec 19, 2019 - UTA @ ATL",W,11,0,0,1,0.0,0,0,0.0,0,0,0.0,1,2,3,1,1,1,1,1,-11, UTA @ ATL,202334
2019-12-17,"Dec 17, 2019 - UTA vs. ORL",W,11,3,1,4,25.0,0,0,0.0,1,2,50.0,1,4,5,1,0,0,0,1,-4, UTA vs. ORL,202334
2019-12-13,"Dec 13, 2019 - UTA vs. GSW",W,12,0,0,0,0.0,0,0,0.0,0,0,0.0,0,6,6,0,1,0,1,4,-17, UTA vs. GSW,202334
2019-12-11,"Dec 11, 2019 - UTA @ MIN",W,12,2,1,1,100.0,0,0,0.0,0,1,0.0,1,2,3,1,0,1,0,3,12, UTA @ MIN,202334
2019-12-09,"Dec 09, 2019 - UTA vs. OKC",L,12,0,0,1,0.0,0,0,0.0,0,0,0.0,0,2,2,0,1,0,0,0,-11, UTA vs. OKC,202334
2019-12-07,"Dec 07, 2019 - UTA vs. MEM",W,13,2,1,1,100.0,0,0,0.0,0,0,0.0,0,3,3,1,2,0,0,3,6, UTA vs. MEM,202334
2019-12-04,"Dec 04, 2019 - UTA vs. LAL",L,13,7,3,5,60.0,0,0,0.0,1,2,50.0,1,3,4,0,0,0,0,4,-12, UTA vs. LAL,202334
2019-12-02,"Dec 02, 2019 - UTA @ PHI",L,10,0,0,1,0.0,0,0,0.0,0,0,0.0,0,2,2,2,0,2,1,2,-10, UTA @ PHI,202334
2019-12-01,"Dec 01, 2019 - UTA @ TOR",L,13,2,1,2,50.0,0,0,0.0,0,0,0.0,3,4,7,0,0,1,2,0,-1, UTA @ TOR,202334
2019-11-29,"Nov 29, 2019 - UTA @ MEM",W,12,0,0,0,0.0,0,0,0.0,0,0,0.0,1,4,5,1,1,0,1,5,-5, UTA @ MEM,202334
2019-11-01,"Nov 01, 2019 - UTA @ SAC",L,8,0,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,2,9, UTA @ SAC,202334
2019-10-30,"Oct 30, 2019 - UTA vs. LAC",W,14,4,2,3,66.7,0,0,0.0,0,0,0.0,3,6,9,1,0,1,1,1,13, UTA vs. LAC,202334
2019-10-28,"Oct 28, 2019 - UTA @ PHX",W,12,0,0,0,0.0,0,0,0.0,0,0,0.0,1,3,4,0,0,0,1,2,-12, UTA @ PHX,202334
2019-10-26,"Oct 26, 2019 - UTA vs. SAC",W,18,2,1,1,100.0,0,0,0.0,0,2,0.0,0,7,7,0,0,0,1,2,14, UTA vs. SAC,202334
2019-10-25,"Oct 25, 2019 - UTA @ LAL",L,10,2,1,2,50.0,0,0,0.0,0,0,0.0,2,2,4,0,1,0,1,2,-15, UTA @ LAL,202334
2019-10-23,"Oct 23, 2019 - UTA vs. OKC",W,10,2,0,3,0.0,0,0,0.0,2,2,100.0,3,3,6,0,0,2,1,5,-8, UTA vs. OKC,202334
2019-04-10,"Apr 10, 2019 - BKN vs. MIA",W,15,6,3,5,60.0,0,0,0.0,0,0,0.0,3,7,10,0,0,0,0,0,10, BKN vs. MIA,202334
2019-04-07,"Apr 07, 2019 - BKN @ IND",W,20,4,1,1,100.0,0,0,0.0,2,4,50.0,2,4,6,0,1,0,0,0,4, BKN @ IND,202334
2019-04-06,"Apr 06, 2019 - BKN @ MIL",W,8,10,4,4,100.0,0,0,0.0,2,3,66.7,1,1,2,0,0,0,0,0,1, BKN @ MIL,202334
2019-04-03,"Apr 03, 2019 - BKN vs. TOR",L,9,5,1,2,50.0,0,0,0.0,3,4,75.0,0,3,3,0,0,0,0,3,-6, BKN vs. TOR,202334
2019-04-01,"Apr 01, 2019 - BKN vs. MIL",L,20,4,1,3,33.3,0,0,0.0,2,2,100.0,3,11,14,1,0,2,2,4,-2, BKN vs. MIL,202334
2019-03-30,"Mar 30, 2019 - BKN vs. BOS",W,18,9,2,3,66.7,0,0,0.0,5,6,83.3,3,4,7,1,0,0,0,2,-11, BKN vs. BOS,202334
2019-03-28,"Mar 28, 2019 - BKN @ PHI",L,13,6,3,3,100.0,0,0,0.0,0,0,0.0,2,6,8,2,0,0,0,3,-6, BKN @ PHI,202334
2019-03-25,"Mar 25, 2019 - BKN @ POR",L,24,6,2,2,100.0,0,0,0.0,2,3,66.7,4,10,14,0,0,1,2,6,8, BKN @ POR,202334
2019-03-22,"Mar 22, 2019 - BKN @ LAL",W,20,14,7,11,63.6,0,0,0.0,0,0,0.0,7,8,15,0,1,1,1,5,0, BKN @ LAL,202334
2019-03-19,"Mar 19, 2019 - BKN @ SAC",W,13,6,2,3,66.7,0,0,0.0,2,2,100.0,1,3,4,1,1,0,0,4,-1, BKN @ SAC,202334
2019-03-17,"Mar 17, 2019 - BKN @ LAC",L,18,5,2,4,50.0,0,0,0.0,1,2,50.0,4,5,9,0,0,1,0,5,9, BKN @ LAC,202334
2019-03-16,"Mar 16, 2019 - BKN @ UTA",L,18,2,0,1,0.0,0,0,0.0,2,2,100.0,3,8,11,1,0,0,2,4,-21, BKN @ UTA,202334
2019-03-13,"Mar 13, 2019 - BKN @ OKC",L,18,6,3,6,50.0,0,0,0.0,0,0,0.0,3,8,11,0,1,1,1,2,-1, BKN @ OKC,202334
2019-03-11,"Mar 11, 2019 - BKN vs. DET",W,18,3,1,4,25.0,0,0,0.0,1,2,50.0,2,7,9,0,1,0,1,1,2, BKN vs. DET,202334
2019-03-09,"Mar 09, 2019 - BKN @ ATL",W,18,1,0,1,0.0,0,0,0.0,1,6,16.7,2,6,8,2,0,0,0,1,8, BKN @ ATL,202334
2019-03-06,"Mar 06, 2019 - BKN vs. CLE",W,21,4,2,4,50.0,0,0,0.0,0,0,0.0,2,10,12,0,0,0,1,3,2, BKN vs. CLE,202334
