date,Match Up,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-,teams,player_id
2019-10-27,"Oct 27, 2019 - LAL vs. CHA",W,2,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,2, LAL vs. CHA,1628961
2019-10-25,"Oct 25, 2019 - LAL vs. UTA",W,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0, LAL vs. UTA,1628961
2019-03-23,"Mar 23, 2019 - DAL @ GSW",W,5,1,0,1,0.0,0,0,0.0,1,2,50.0,0,0,0,0,0,0,0,0,-5, DAL @ GSW,1628961
2019-03-20,"Mar 20, 2019 - DAL @ POR",L,6,1,0,2,0.0,0,0,0.0,1,2,50.0,0,1,1,0,2,0,1,0,8, DAL @ POR,1628961
2019-10-27,"Oct 27, 2019 - LAL vs. CHA",W,2,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,2, LAL vs. CHA,1628961
2019-10-25,"Oct 25, 2019 - LAL vs. UTA",W,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0, LAL vs. UTA,1628961
