date,Match Up,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-,teams,player_id
2019-12-25,"Dec 25, 2019 - LAL vs. LAC",L,39,23,9,24,37.5,2,12,16.7,3,4,75.0,3,6,9,10,2,1,2,3,3, LAL vs. LAC,2544
2019-12-19,"Dec 19, 2019 - LAL @ MIL",L,37,21,8,19,42.1,3,7,42.9,2,2,100.0,0,12,12,11,0,0,4,5,-14, LAL @ MIL,2544
2019-12-17,"Dec 17, 2019 - LAL @ IND",L,35,20,8,20,40.0,0,6,0.0,4,8,50.0,1,8,9,9,0,0,5,2,-9, LAL @ IND,2544
2019-12-15,"Dec 15, 2019 - LAL @ ATL",W,37,32,12,21,57.1,4,10,40.0,4,7,57.1,1,12,13,7,1,3,4,1,10, LAL @ ATL,2544
2019-12-13,"Dec 13, 2019 - LAL @ MIA",W,37,28,11,22,50.0,4,8,50.0,2,4,50.0,2,7,9,12,1,0,8,2,9, LAL @ MIA,2544
2019-12-11,"Dec 11, 2019 - LAL @ ORL",W,38,25,11,24,45.8,1,6,16.7,2,5,40.0,2,9,11,10,2,0,6,2,8, LAL @ ORL,2544
2019-12-08,"Dec 08, 2019 - LAL vs. MIN",W,28,32,12,20,60.0,6,8,75.0,2,2,100.0,1,3,4,13,1,0,5,4,24, LAL vs. MIN,2544
2019-12-06,"Dec 06, 2019 - LAL @ POR",W,34,31,11,23,47.8,4,9,44.4,5,7,71.4,1,6,7,8,0,1,3,1,21, LAL @ POR,2544
2019-12-04,"Dec 04, 2019 - LAL @ UTA",W,29,20,9,21,42.9,1,6,16.7,1,1,100.0,0,4,4,12,1,0,1,3,14, LAL @ UTA,2544
2019-12-03,"Dec 03, 2019 - LAL @ DEN",W,37,25,9,18,50.0,1,4,25.0,6,6,100.0,2,4,6,9,0,0,4,3,4, LAL @ DEN,2544
2019-12-01,"Dec 01, 2019 - LAL vs. DAL",L,36,25,11,20,55.0,0,5,0.0,3,3,100.0,0,9,9,8,4,0,6,3,-16, LAL vs. DAL,2544
2019-11-29,"Nov 29, 2019 - LAL vs. WAS",W,25,23,9,16,56.3,4,8,50.0,1,2,50.0,0,3,3,11,2,1,6,1,20, LAL vs. WAS,2544
2019-11-27,"Nov 27, 2019 - LAL @ NOP",W,38,29,10,18,55.6,2,6,33.3,7,11,63.6,2,3,5,11,2,1,5,2,3, LAL @ NOP,2544
2019-11-25,"Nov 25, 2019 - LAL @ SAS",W,35,33,13,24,54.2,4,7,57.1,3,8,37.5,1,3,4,14,0,1,3,2,6, LAL @ SAS,2544
2019-11-23,"Nov 23, 2019 - LAL @ MEM",W,39,30,14,27,51.9,2,9,22.2,0,0,0.0,1,5,6,4,2,0,5,1,7, LAL @ MEM,2544
2019-11-22,"Nov 22, 2019 - LAL @ OKC",W,36,23,9,20,45.0,1,3,33.3,4,6,66.7,1,5,6,14,1,1,5,2,3, LAL @ OKC,2544
2019-11-19,"Nov 19, 2019 - LAL vs. OKC",W,37,25,10,21,47.6,2,5,40.0,3,5,60.0,0,11,11,10,2,0,7,2,6, LAL vs. OKC,2544
2019-11-17,"Nov 17, 2019 - LAL vs. ATL",W,33,33,13,21,61.9,6,10,60.0,1,1,100.0,0,7,7,12,1,1,0,1,30, LAL vs. ATL,2544
2019-11-15,"Nov 15, 2019 - LAL vs. SAC",W,39,29,10,20,50.0,2,7,28.6,7,7,100.0,3,1,4,11,3,0,2,1,13, LAL vs. SAC,2544
2019-11-13,"Nov 13, 2019 - LAL vs. GSW",W,26,23,11,21,52.4,1,5,20.0,0,1,0.0,2,4,6,12,1,1,4,1,13, LAL vs. GSW,2544
2019-11-12,"Nov 12, 2019 - LAL @ PHX",W,37,19,8,18,44.4,1,4,25.0,2,7,28.6,0,7,7,11,0,0,1,0,-2, LAL @ PHX,2544
2019-11-10,"Nov 10, 2019 - LAL vs. TOR",L,35,13,5,15,33.3,0,2,0.0,3,6,50.0,3,10,13,15,0,1,2,0,-6, LAL vs. TOR,2544
2019-11-08,"Nov 08, 2019 - LAL vs. MIA",W,36,25,10,19,52.6,4,7,57.1,1,2,50.0,1,3,4,6,0,0,3,2,16, LAL vs. MIA,2544
2019-11-05,"Nov 05, 2019 - LAL @ CHI",W,35,30,10,19,52.6,2,6,33.3,8,9,88.9,0,10,10,11,2,1,2,3,17, LAL @ CHI,2544
2019-11-03,"Nov 03, 2019 - LAL @ SAS",W,37,21,8,23,34.8,0,6,0.0,5,10,50.0,1,10,11,13,2,1,5,2,15, LAL @ SAS,2544
2019-11-01,"Nov 01, 2019 - LAL @ DAL",W,43,39,13,23,56.5,4,9,44.4,9,11,81.8,0,12,12,16,4,1,4,5,15, LAL @ DAL,2544
2019-10-29,"Oct 29, 2019 - LAL vs. MEM",W,28,23,8,15,53.3,2,5,40.0,5,7,71.4,0,2,2,8,0,1,6,0,2, LAL vs. MEM,2544
2019-10-27,"Oct 27, 2019 - LAL vs. CHA",W,35,20,7,14,50.0,1,3,33.3,5,5,100.0,1,5,6,12,1,0,4,0,17, LAL vs. CHA,2544
2019-10-25,"Oct 25, 2019 - LAL vs. UTA",W,31,32,12,22,54.5,1,4,25.0,7,8,87.5,2,5,7,10,1,0,1,0,17, LAL vs. UTA,2544
2019-10-22,"Oct 22, 2019 - LAL @ LAC",L,36,18,7,19,36.8,1,5,20.0,3,4,75.0,1,9,10,8,1,1,5,3,-8, LAL @ LAC,2544
2019-03-29,"Mar 29, 2019 - LAL vs. CHA",W,32,27,11,19,57.9,4,7,57.1,1,2,50.0,0,3,3,9,0,0,6,1,14, LAL vs. CHA,2544
2019-03-26,"Mar 26, 2019 - LAL vs. WAS",W,34,23,11,20,55.0,1,6,16.7,0,2,0.0,0,7,7,14,1,0,3,1,3, LAL vs. WAS,2544
2019-03-24,"Mar 24, 2019 - LAL vs. SAC",W,35,29,9,22,40.9,3,6,50.0,8,9,88.9,2,9,11,11,2,1,4,1,5, LAL vs. SAC,2544
2019-03-22,"Mar 22, 2019 - LAL vs. BKN",L,37,25,8,25,32.0,1,7,14.3,8,12,66.7,3,6,9,14,1,1,8,3,-2, LAL vs. BKN,2544
2019-03-17,"Mar 17, 2019 - LAL @ NYK",L,35,33,11,26,42.3,0,6,0.0,11,13,84.6,2,4,6,8,0,1,2,2,9, LAL @ NYK,2544
2019-03-14,"Mar 14, 2019 - LAL @ TOR",L,32,29,12,23,52.2,1,5,20.0,4,7,57.1,0,4,4,6,1,0,4,2,0, LAL @ TOR,2544
2019-03-12,"Mar 12, 2019 - LAL @ CHI",W,33,36,15,23,65.2,2,4,50.0,4,5,80.0,1,9,10,4,2,0,5,2,9, LAL @ CHI,2544
2019-03-09,"Mar 09, 2019 - LAL vs. BOS",L,28,30,13,23,56.5,1,5,20.0,3,7,42.9,2,8,10,12,0,0,3,0,11, LAL vs. BOS,2544
2019-03-06,"Mar 06, 2019 - LAL vs. DEN",L,31,31,13,22,59.1,2,7,28.6,3,8,37.5,0,7,7,7,1,1,4,4,-8, LAL vs. DEN,2544
2019-03-04,"Mar 04, 2019 - LAL vs. LAC",L,42,27,9,18,50.0,1,6,16.7,8,12,66.7,0,8,8,6,1,1,2,3,-11, LAL vs. LAC,2544
2019-03-02,"Mar 02, 2019 - LAL @ PHX",L,41,27,10,21,47.6,4,9,44.4,3,7,42.9,0,9,9,16,0,0,3,2,-1, LAL @ PHX,2544
2019-03-01,"Mar 01, 2019 - LAL vs. MIL",L,39,31,10,19,52.6,3,8,37.5,8,10,80.0,2,5,7,10,1,0,3,2,-4, LAL vs. MIL,2544
2019-02-27,"Feb 27, 2019 - LAL vs. NOP",W,37,33,13,24,54.2,4,9,44.4,3,8,37.5,1,5,6,10,2,1,2,2,2, LAL vs. NOP,2544
2019-02-25,"Feb 25, 2019 - LAL @ MEM",L,40,24,8,23,34.8,0,4,0.0,8,10,80.0,3,9,12,11,3,0,5,3,2, LAL @ MEM,2544
2019-02-23,"Feb 23, 2019 - LAL @ NOP",L,39,27,11,17,64.7,3,6,50.0,2,6,33.3,0,7,7,12,4,1,4,0,-10, LAL @ NOP,2544
2019-02-21,"Feb 21, 2019 - LAL vs. HOU",W,40,29,11,23,47.8,0,4,0.0,7,10,70.0,4,8,12,6,1,1,4,1,6, LAL vs. HOU,2544
2019-02-12,"Feb 12, 2019 - LAL @ ATL",L,43,28,8,20,40.0,3,10,30.0,9,11,81.8,2,9,11,16,3,1,2,3,0, LAL @ ATL,2544
2019-02-10,"Feb 10, 2019 - LAL @ PHI",L,33,18,8,16,50.0,2,6,33.3,0,0,0.0,0,10,10,9,0,0,4,3,0, LAL @ PHI,2544
2019-02-07,"Feb 07, 2019 - LAL @ BOS",W,38,28,11,21,52.4,5,10,50.0,1,5,20.0,2,10,12,12,3,0,3,4,11, LAL @ BOS,2544
2019-02-05,"Feb 05, 2019 - LAL @ IND",L,30,18,7,12,58.3,2,5,40.0,2,3,66.7,0,7,7,9,1,0,6,1,-17, LAL @ IND,2544
2019-01-31,"Jan 31, 2019 - LAL @ LAC",W,40,24,9,22,40.9,1,6,16.7,5,7,71.4,1,13,14,9,1,0,4,0,2, LAL @ LAC,2544
2018-12-25,"Dec 25, 2018 - LAL @ GSW",W,21,17,6,11,54.5,0,2,0.0,5,8,62.5,2,11,13,5,1,0,2,1,5, LAL @ GSW,2544
2018-12-23,"Dec 23, 2018 - LAL vs. MEM",L,36,22,8,14,57.1,2,5,40.0,4,4,100.0,1,13,14,7,1,1,4,0,-3, LAL vs. MEM,2544
