date,Match Up,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-,teams,player_id
2019-12-22,"Dec 22, 2019 - LAL vs. DEN",L,17,2,1,5,20.0,0,2,0.0,0,0,0.0,0,2,2,1,0,0,3,2,-7, LAL vs. DEN,1626188
2019-12-08,"Dec 08, 2019 - LAL vs. MIN",W,10,2,1,3,33.3,0,1,0.0,0,0,0.0,0,0,0,1,0,0,1,1,-13, LAL vs. MIN,1626188
2019-12-06,"Dec 06, 2019 - LAL @ POR",W,10,2,1,3,33.3,0,1,0.0,0,0,0.0,0,0,0,1,0,0,1,0,0, LAL @ POR,1626188
2019-12-04,"Dec 04, 2019 - LAL @ UTA",W,5,2,1,3,33.3,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,1,4, LAL @ UTA,1626188
2019-12-01,"Dec 01, 2019 - LAL vs. DAL",L,3,2,0,1,0.0,0,1,0.0,2,2,100.0,0,0,0,0,0,0,0,0,5, LAL vs. DAL,1626188
2019-11-29,"Nov 29, 2019 - LAL vs. WAS",W,23,17,7,11,63.6,3,4,75.0,0,0,0.0,0,2,2,1,0,0,2,1,-2, LAL vs. WAS,1626188
2019-11-22,"Nov 22, 2019 - LAL @ OKC",W,12,2,1,2,50.0,0,0,0.0,0,0,0.0,1,1,2,2,0,0,1,0,0, LAL @ OKC,1626188
2019-11-19,"Nov 19, 2019 - LAL vs. OKC",W,15,3,1,5,20.0,1,4,25.0,0,0,0.0,0,2,2,0,0,0,0,1,2, LAL vs. OKC,1626188
2019-11-17,"Nov 17, 2019 - LAL vs. ATL",W,5,2,1,2,50.0,0,0,0.0,0,0,0.0,0,0,0,0,2,0,2,0,-3, LAL vs. ATL,1626188
2019-11-15,"Nov 15, 2019 - LAL vs. SAC",W,4,2,1,2,50.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,0,0,6, LAL vs. SAC,1626188
2019-11-13,"Nov 13, 2019 - LAL vs. GSW",W,24,10,5,11,45.5,0,1,0.0,0,0,0.0,0,1,1,2,1,0,1,0,14, LAL vs. GSW,1626188
