date,Match Up,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-,teams,player_id
2019-12-26,"Dec 26, 2019 - POR @ UTA",L,38,25,10,23,43.5,3,8,37.5,2,2,100.0,1,3,4,2,1,0,1,1,-4, POR @ UTA,203468
2019-12-23,"Dec 23, 2019 - POR vs. NOP",L,38,20,9,22,40.9,2,10,20.0,0,0,0.0,0,4,4,3,1,0,0,2,-6, POR vs. NOP,203468
2019-12-21,"Dec 21, 2019 - POR vs. MIN",W,37,26,8,23,34.8,5,10,50.0,5,7,71.4,1,1,2,3,3,1,3,4,8, POR vs. MIN,203468
2019-12-20,"Dec 20, 2019 - POR vs. ORL",W,37,31,12,20,60.0,4,8,50.0,3,3,100.0,0,7,7,4,1,0,2,0,8, POR vs. ORL,203468
2019-12-18,"Dec 18, 2019 - POR vs. GSW",W,38,30,11,19,57.9,3,8,37.5,5,6,83.3,0,5,5,3,1,0,2,2,8, POR vs. GSW,203468
2019-12-16,"Dec 16, 2019 - POR @ PHX",W,40,30,11,20,55.0,3,7,42.9,5,5,100.0,3,4,7,6,1,1,5,2,7, POR @ PHX,203468
2019-12-12,"Dec 12, 2019 - POR @ DEN",L,37,15,6,11,54.5,3,7,42.9,0,1,0.0,0,2,2,2,0,0,3,2,1, POR @ DEN,203468
2019-12-10,"Dec 10, 2019 - POR vs. NYK",W,31,13,5,14,35.7,1,8,12.5,2,2,100.0,0,4,4,3,0,1,2,3,11, POR vs. NYK,203468
2019-12-08,"Dec 08, 2019 - POR vs. OKC",L,38,20,8,21,38.1,2,6,33.3,2,4,50.0,2,3,5,2,2,0,0,4,-7, POR vs. OKC,203468
2019-12-06,"Dec 06, 2019 - POR vs. LAL",L,35,15,5,13,38.5,3,7,42.9,2,2,100.0,0,3,3,5,1,0,1,2,-24, POR vs. LAL,203468
2019-12-04,"Dec 04, 2019 - POR vs. SAC",W,37,33,14,22,63.6,5,10,50.0,0,0,0.0,1,3,4,4,1,4,2,2,18, POR vs. SAC,203468
2019-12-03,"Dec 03, 2019 - POR @ LAC",L,29,20,9,17,52.9,2,6,33.3,0,0,0.0,0,3,3,3,0,1,0,2,-23, POR @ LAC,203468
2019-11-29,"Nov 29, 2019 - POR vs. CHI",W,38,20,7,14,50.0,3,6,50.0,3,3,100.0,1,6,7,2,0,1,3,3,10, POR vs. CHI,203468
2019-11-27,"Nov 27, 2019 - POR vs. OKC",W,28,22,8,16,50.0,4,7,57.1,2,2,100.0,0,2,2,4,0,0,2,2,15, POR vs. OKC,203468
2019-11-25,"Nov 25, 2019 - POR @ CHI",W,32,21,8,16,50.0,2,7,28.6,3,3,100.0,0,3,3,3,0,1,1,2,23, POR @ CHI,203468
2019-11-23,"Nov 23, 2019 - POR @ CLE",L,38,20,8,19,42.1,2,7,28.6,2,2,100.0,0,6,6,5,1,3,1,4,9, POR @ CLE,203468
2019-11-21,"Nov 21, 2019 - POR @ MIL",L,38,37,15,29,51.7,5,10,50.0,2,2,100.0,1,5,6,10,0,3,3,3,-8, POR @ MIL,203468
2019-11-19,"Nov 19, 2019 - POR @ NOP",L,35,22,9,22,40.9,4,10,40.0,0,1,0.0,2,2,4,5,2,1,1,2,-9, POR @ NOP,203468
2019-11-18,"Nov 18, 2019 - POR @ HOU",L,37,25,10,19,52.6,5,12,41.7,0,0,0.0,0,5,5,3,2,0,2,0,-18, POR @ HOU,203468
2019-11-16,"Nov 16, 2019 - POR @ SAS",W,39,32,13,25,52.0,6,11,54.5,0,0,0.0,2,4,6,7,1,0,2,3,10, POR @ SAS,203468
2019-11-13,"Nov 13, 2019 - POR vs. TOR",L,37,19,8,18,44.4,3,7,42.9,0,1,0.0,1,5,6,4,1,1,1,1,7, POR vs. TOR,203468
2019-11-12,"Nov 12, 2019 - POR @ SAC",L,37,24,11,21,52.4,1,5,20.0,1,4,25.0,1,4,5,1,0,1,1,3,-5, POR @ SAC,203468
2019-11-10,"Nov 10, 2019 - POR vs. ATL",W,42,23,11,23,47.8,1,6,16.7,0,1,0.0,2,6,8,4,2,2,3,3,12, POR vs. ATL,203468
2019-11-08,"Nov 08, 2019 - POR vs. BKN",L,40,8,4,19,21.1,0,2,0.0,0,0,0.0,2,3,5,0,1,2,2,4,6, POR vs. BKN,203468
2019-11-07,"Nov 07, 2019 - POR @ LAC",L,40,22,9,23,39.1,1,6,16.7,3,3,100.0,3,4,7,3,0,0,2,4,1, POR @ LAC,203468
2019-11-04,"Nov 04, 2019 - POR @ GSW",L,34,14,6,16,37.5,2,6,33.3,0,0,0.0,0,1,1,6,0,0,0,2,-8, POR @ GSW,203468
2019-11-02,"Nov 02, 2019 - POR vs. PHI",L,38,16,6,15,40.0,0,4,0.0,4,4,100.0,0,3,3,1,0,0,2,4,5, POR vs. PHI,203468
2019-10-30,"Oct 30, 2019 - POR @ OKC",W,36,22,7,22,31.8,5,10,50.0,3,4,75.0,0,4,4,3,1,1,7,5,-1, POR @ OKC,203468
2019-10-28,"Oct 28, 2019 - POR @ SAS",L,38,27,10,22,45.5,3,6,50.0,4,5,80.0,0,3,3,5,0,0,1,5,3, POR @ SAS,203468
2019-10-27,"Oct 27, 2019 - POR @ DAL",W,41,35,13,26,50.0,1,4,25.0,8,8,100.0,0,6,6,4,2,0,2,3,12, POR @ DAL,203468
2019-10-25,"Oct 25, 2019 - POR @ SAC",W,34,19,8,18,44.4,1,4,25.0,2,2,100.0,0,2,2,3,1,0,2,2,5, POR @ SAC,203468
2019-10-23,"Oct 23, 2019 - POR vs. DEN",L,36,12,5,18,27.8,2,4,50.0,0,0,0.0,2,1,3,3,1,0,5,3,-10, POR vs. DEN,203468
2019-04-09,"Apr 09, 2019 - POR @ LAL",W,29,11,5,13,38.5,1,6,16.7,0,1,0.0,0,1,1,3,0,1,2,3,17, POR @ LAL,203468
2019-04-07,"Apr 07, 2019 - POR vs. DEN",W,25,9,3,13,23.1,1,5,20.0,2,2,100.0,2,4,6,6,1,0,0,3,9, POR vs. DEN,203468
2019-03-16,"Mar 16, 2019 - POR @ SAS",L,23,10,5,13,38.5,0,3,0.0,0,0,0.0,1,2,3,5,0,0,0,0,0, POR @ SAS,203468
2019-03-15,"Mar 15, 2019 - POR @ NOP",W,38,23,10,20,50.0,3,4,75.0,0,2,0.0,0,5,5,4,0,1,0,0,9, POR @ NOP,203468
2019-03-12,"Mar 12, 2019 - POR @ LAC",W,35,35,12,21,57.1,6,11,54.5,5,6,83.3,2,2,4,4,2,0,0,4,20, POR @ LAC,203468
2019-03-09,"Mar 09, 2019 - POR vs. PHX",W,30,26,11,14,78.6,4,7,57.1,0,0,0.0,1,2,3,4,1,1,1,3,13, POR vs. PHX,203468
2019-03-07,"Mar 07, 2019 - POR vs. OKC",L,45,25,9,24,37.5,3,11,27.3,4,4,100.0,0,5,5,0,1,1,1,4,-4, POR vs. OKC,203468
