date,Match Up,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-,teams,player_id
2019-12-25,"Dec 25, 2019 - LAC @ LAL",W,29,6,1,6,16.7,0,1,0.0,4,6,66.7,0,2,2,7,2,0,4,0,1, LAC @ LAL,101150
2019-12-22,"Dec 22, 2019 - LAC @ OKC",L,36,22,7,20,35.0,1,6,16.7,7,7,100.0,0,3,3,7,0,0,4,3,-7, LAC @ OKC,101150
2019-12-21,"Dec 21, 2019 - LAC @ SAS",W,24,20,8,13,61.5,3,6,50.0,1,1,100.0,0,0,0,4,2,0,0,1,24, LAC @ SAS,101150
2019-12-19,"Dec 19, 2019 - LAC vs. HOU",L,17,6,2,5,40.0,0,1,0.0,2,2,100.0,0,1,1,3,2,0,1,2,-5, LAC vs. HOU,101150
2019-12-17,"Dec 17, 2019 - LAC vs. PHX",W,23,20,7,13,53.8,5,7,71.4,1,2,50.0,0,2,2,8,0,0,6,0,13, LAC vs. PHX,101150
2019-12-11,"Dec 11, 2019 - LAC @ TOR",W,32,18,7,12,58.3,3,7,42.9,1,3,33.3,0,6,6,8,1,0,3,2,29, LAC @ TOR,101150
2019-12-09,"Dec 09, 2019 - LAC @ IND",W,33,6,2,19,10.5,0,5,0.0,2,2,100.0,0,1,1,6,0,1,1,2,12, LAC @ IND,101150
2019-12-08,"Dec 08, 2019 - LAC @ WAS",W,30,18,7,17,41.2,2,5,40.0,2,2,100.0,0,1,1,6,0,0,1,1,-1, LAC @ WAS,101150
2019-12-06,"Dec 06, 2019 - LAC @ MIL",L,23,11,5,13,38.5,1,4,25.0,0,0,0.0,0,1,1,3,0,0,5,2,-33, LAC @ MIL,101150
2019-12-03,"Dec 03, 2019 - LAC vs. POR",W,25,9,4,14,28.6,0,4,0.0,1,1,100.0,0,4,4,7,1,0,3,2,17, LAC vs. POR,101150
2019-12-01,"Dec 01, 2019 - LAC vs. WAS",W,23,22,6,10,60.0,2,3,66.7,8,9,88.9,0,1,1,8,0,0,4,1,22, LAC vs. WAS,101150
2019-11-29,"Nov 29, 2019 - LAC @ SAS",L,28,7,2,10,20.0,1,6,16.7,2,2,100.0,0,2,2,7,1,0,3,3,-19, LAC @ SAS,101150
2019-11-27,"Nov 27, 2019 - LAC @ MEM",W,32,24,6,18,33.3,3,7,42.9,9,13,69.2,0,1,1,13,2,0,4,1,8, LAC @ MEM,101150
2019-11-26,"Nov 26, 2019 - LAC @ DAL",W,33,21,7,14,50.0,4,7,57.1,3,4,75.0,0,6,6,6,0,0,5,1,24, LAC @ DAL,101150
2019-11-24,"Nov 24, 2019 - LAC vs. NOP",W,25,19,6,11,54.5,2,5,40.0,5,7,71.4,1,2,3,4,0,0,2,2,26, LAC vs. NOP,101150
2019-11-22,"Nov 22, 2019 - LAC vs. HOU",W,33,26,9,16,56.3,4,6,66.7,4,4,100.0,0,3,3,8,0,0,4,3,0, LAC vs. HOU,101150
