date,Match Up,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-,teams,player_id
2019-12-26,"Dec 26, 2019 - POR @ UTA",L,26,10,4,6,66.7,0,0,0.0,2,3,66.7,3,4,7,3,0,0,2,3,19, POR @ UTA,1627746
2019-12-23,"Dec 23, 2019 - POR vs. NOP",L,19,8,4,7,57.1,0,0,0.0,0,0,0.0,2,3,5,1,0,2,1,1,10, POR vs. NOP,1627746
2019-12-21,"Dec 21, 2019 - POR vs. MIN",W,26,11,5,9,55.6,1,2,50.0,0,0,0.0,3,5,8,2,0,2,1,4,5, POR vs. MIN,1627746
2019-12-20,"Dec 20, 2019 - POR vs. ORL",W,24,8,2,4,50.0,0,0,0.0,4,4,100.0,2,4,6,3,0,2,1,3,0, POR vs. ORL,1627746
2019-12-18,"Dec 18, 2019 - POR vs. GSW",W,14,10,3,6,50.0,0,1,0.0,4,4,100.0,2,5,7,0,0,0,0,5,6, POR vs. GSW,1627746
2019-12-16,"Dec 16, 2019 - POR @ PHX",W,13,2,1,1,100.0,0,0,0.0,0,0,0.0,1,2,3,3,1,1,1,3,8, POR @ PHX,1627746
2019-12-12,"Dec 12, 2019 - POR @ DEN",L,23,0,0,2,0.0,0,0,0.0,0,0,0.0,3,2,5,3,0,0,0,3,-21, POR @ DEN,1627746
2019-12-10,"Dec 10, 2019 - POR vs. NYK",W,21,0,0,3,0.0,0,1,0.0,0,0,0.0,1,5,6,1,0,0,0,4,13, POR vs. NYK,1627746
2019-12-08,"Dec 08, 2019 - POR vs. OKC",L,16,0,0,1,0.0,0,0,0.0,0,0,0.0,3,4,7,1,0,0,1,0,-5, POR vs. OKC,1627746
2019-12-06,"Dec 06, 2019 - POR vs. LAL",L,10,6,3,4,75.0,0,1,0.0,0,0,0.0,0,1,1,0,0,1,0,2,4, POR vs. LAL,1627746
2019-12-04,"Dec 04, 2019 - POR vs. SAC",W,14,0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,2,1,1,1,0,1,4, POR vs. SAC,1627746
2019-12-03,"Dec 03, 2019 - POR @ LAC",L,22,8,4,6,66.7,0,0,0.0,0,0,0.0,2,7,9,1,0,1,0,2,-9, POR @ LAC,1627746
2019-11-29,"Nov 29, 2019 - POR vs. CHI",W,18,2,1,3,33.3,0,1,0.0,0,0,0.0,1,5,6,2,1,0,1,5,3, POR vs. CHI,1627746
2019-11-27,"Nov 27, 2019 - POR vs. OKC",W,19,4,2,3,66.7,0,0,0.0,0,0,0.0,3,4,7,1,0,0,0,3,5, POR vs. OKC,1627746
2019-11-25,"Nov 25, 2019 - POR @ CHI",W,21,12,5,8,62.5,0,0,0.0,2,2,100.0,4,4,8,0,0,2,2,5,5, POR @ CHI,1627746
2019-11-23,"Nov 23, 2019 - POR @ CLE",L,18,8,4,5,80.0,0,0,0.0,0,0,0.0,0,2,2,2,0,0,1,0,-10, POR @ CLE,1627746
2019-11-21,"Nov 21, 2019 - POR @ MIL",L,28,22,10,16,62.5,2,4,50.0,0,0,0.0,3,9,12,3,1,5,0,3,-11, POR @ MIL,1627746
2019-11-19,"Nov 19, 2019 - POR @ NOP",L,19,4,2,4,50.0,0,0,0.0,0,0,0.0,0,2,2,0,1,0,0,3,-8, POR @ NOP,1627746
2019-11-18,"Nov 18, 2019 - POR @ HOU",L,20,15,6,7,85.7,0,0,0.0,3,4,75.0,6,0,6,2,0,2,2,3,-3, POR @ HOU,1627746
2019-11-16,"Nov 16, 2019 - POR @ SAS",W,13,2,1,4,25.0,0,1,0.0,0,0,0.0,1,5,6,1,0,1,2,3,-4, POR @ SAS,1627746
2019-11-13,"Nov 13, 2019 - POR vs. TOR",L,18,0,0,3,0.0,0,0,0.0,0,0,0.0,1,8,9,4,0,0,2,0,-2, POR vs. TOR,1627746
2019-11-12,"Nov 12, 2019 - POR @ SAC",L,19,3,1,2,50.0,0,0,0.0,1,2,50.0,2,4,6,0,1,2,2,2,-4, POR @ SAC,1627746
2019-11-10,"Nov 10, 2019 - POR vs. ATL",W,17,1,0,3,0.0,0,0,0.0,1,2,50.0,2,4,6,2,0,1,0,1,0, POR vs. ATL,1627746
2019-11-08,"Nov 08, 2019 - POR vs. BKN",L,9,2,1,1,100.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,2,5,0, POR vs. BKN,1627746
2019-11-07,"Nov 07, 2019 - POR @ LAC",L,20,4,2,3,66.7,0,0,0.0,0,0,0.0,1,2,3,1,0,1,1,5,0, POR @ LAC,1627746
2019-11-04,"Nov 04, 2019 - POR @ GSW",L,15,4,2,8,25.0,0,1,0.0,0,0,0.0,4,1,5,1,0,2,0,3,3, POR @ GSW,1627746
2019-11-02,"Nov 02, 2019 - POR vs. PHI",L,23,15,7,9,77.8,0,0,0.0,1,2,50.0,1,3,4,2,0,1,1,4,3, POR vs. PHI,1627746
2019-10-30,"Oct 30, 2019 - POR @ OKC",W,21,7,2,5,40.0,0,0,0.0,3,4,75.0,2,2,4,1,1,2,3,4,13, POR @ OKC,1627746
2019-10-28,"Oct 28, 2019 - POR @ SAS",L,13,10,4,5,80.0,0,0,0.0,2,4,50.0,6,0,6,0,0,1,1,3,-6, POR @ SAS,1627746
2019-10-27,"Oct 27, 2019 - POR @ DAL",W,6,4,2,3,66.7,0,0,0.0,0,0,0.0,2,1,3,0,0,0,0,2,7, POR @ DAL,1627746
2019-10-25,"Oct 25, 2019 - POR @ SAC",W,6,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,1,1,-7, POR @ SAC,1627746
2019-10-23,"Oct 23, 2019 - POR vs. DEN",L,11,8,3,4,75.0,0,0,0.0,2,2,100.0,2,4,6,1,0,0,2,1,-3, POR vs. DEN,1627746
2019-04-10,"Apr 10, 2019 - POR vs. SAC",W,41,29,12,17,70.6,2,2,100.0,3,4,75.0,4,11,15,1,2,1,2,5,-9, POR vs. SAC,1627746
2019-04-03,"Apr 03, 2019 - POR vs. MEM",W,5,0,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,1,0,1,0, POR vs. MEM,1627746
2019-03-29,"Mar 29, 2019 - POR @ ATL",W,3,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,1,1,0,0,0,0, POR @ ATL,1627746
2019-03-27,"Mar 27, 2019 - POR @ CHI",W,4,2,1,1,100.0,0,0,0.0,0,0,0.0,1,0,1,3,0,0,0,1,-1, POR @ CHI,1627746
2019-03-12,"Mar 12, 2019 - POR @ LAC",W,3,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,2, POR @ LAC,1627746
2019-03-09,"Mar 09, 2019 - POR vs. PHX",W,4,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,-12, POR vs. PHX,1627746
2019-03-07,"Mar 07, 2019 - POR vs. OKC",L,0,0,0,0,0.0,0,0,0.0,0,2,0.0,0,0,0,0,0,0,0,0,2, POR vs. OKC,1627746
2019-02-23,"Feb 23, 2019 - POR @ PHI",W,3,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,1,1,-7, POR @ PHI,1627746
2019-02-13,"Feb 13, 2019 - POR vs. GSW",W,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,1, POR vs. GSW,1627746
2019-02-06,"Feb 06, 2019 - SAC vs. HOU",L,12,3,1,3,33.3,1,1,100.0,0,0,0.0,2,2,4,1,0,1,1,1,4, SAC vs. HOU,1627746
2019-01-30,"Jan 30, 2019 - SAC vs. ATL",W,2,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,1,-1, SAC vs. ATL,1627746
2019-01-07,"Jan 07, 2019 - SAC vs. ORL",W,5,2,1,1,100.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,-3, SAC vs. ORL,1627746
2018-12-26,"Dec 26, 2018 - SAC @ LAC",L,9,2,1,1,100.0,0,0,0.0,0,0,0.0,1,1,2,0,0,0,0,0,15, SAC @ LAC,1627746
2018-12-19,"Dec 19, 2018 - SAC vs. OKC",L,16,3,1,6,16.7,0,2,0.0,1,2,50.0,0,3,3,1,0,0,0,3,-8, SAC vs. OKC,1627746
2018-12-17,"Dec 17, 2018 - SAC @ MIN",L,29,9,3,6,50.0,2,3,66.7,1,4,25.0,0,5,5,1,0,1,2,5,-9, SAC @ MIN,1627746
2018-11-25,"Nov 25, 2018 - SAC vs. UTA",L,5,2,1,1,100.0,0,0,0.0,0,1,0.0,0,1,1,0,0,0,0,3,0, SAC vs. UTA,1627746
2018-11-17,"Nov 17, 2018 - SAC @ HOU",L,7,2,1,3,33.3,0,0,0.0,0,0,0.0,0,1,1,0,1,1,1,2,-1, SAC @ HOU,1627746
2018-11-04,"Nov 04, 2018 - SAC @ MIL",L,8,2,0,1,0.0,0,1,0.0,2,2,100.0,0,0,0,1,1,0,1,2,-7, SAC @ MIL,1627746
2018-11-01,"Nov 01, 2018 - SAC @ ATL",W,5,6,2,3,66.7,0,1,0.0,2,2,100.0,0,4,4,0,0,0,1,0,-3, SAC @ ATL,1627746
2018-10-23,"Oct 23, 2018 - SAC @ DEN",L,5,0,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,1,0,0,0,0,7, SAC @ DEN,1627746
2018-10-21,"Oct 21, 2018 - SAC @ OKC",W,2,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,-2, SAC @ OKC,1627746
2018-10-19,"Oct 19, 2018 - SAC @ NOP",L,8,5,2,4,50.0,1,3,33.3,0,0,0.0,1,0,1,0,0,0,1,4,2, SAC @ NOP,1627746
2018-04-01,"Apr 01, 2018 - SAC @ LAL",W,17,6,3,9,33.3,0,1,0.0,0,0,0.0,5,4,9,0,1,0,3,1,-11, SAC @ LAL,1627746
2018-03-31,"Mar 31, 2018 - SAC vs. GSW",L,29,8,2,8,25.0,0,4,0.0,4,4,100.0,0,6,6,3,0,1,4,5,4, SAC vs. GSW,1627746
2018-03-29,"Mar 29, 2018 - SAC vs. IND",L,26,2,1,5,20.0,0,0,0.0,0,0,0.0,1,2,3,2,0,0,3,4,-5, SAC vs. IND,1627746
2018-03-27,"Mar 27, 2018 - SAC vs. DAL",L,30,19,8,15,53.3,0,1,0.0,3,3,100.0,2,6,8,3,0,1,0,1,-1, SAC vs. DAL,1627746
2018-03-25,"Mar 25, 2018 - SAC vs. BOS",L,30,14,5,12,41.7,2,5,40.0,2,2,100.0,2,3,5,3,0,1,1,1,-8, SAC vs. BOS,1627746
2018-03-22,"Mar 22, 2018 - SAC vs. ATL",W,30,9,4,14,28.6,1,3,33.3,0,0,0.0,3,7,10,3,0,2,3,2,1, SAC vs. ATL,1627746
2018-03-19,"Mar 19, 2018 - SAC vs. DET",L,25,10,4,10,40.0,0,1,0.0,2,2,100.0,2,3,5,1,1,2,2,3,-2, SAC vs. DET,1627746
2018-03-17,"Mar 17, 2018 - SAC @ UTA",L,21,7,2,6,33.3,1,1,100.0,2,2,100.0,2,1,3,2,1,0,2,4,-14, SAC @ UTA,1627746
2018-03-16,"Mar 16, 2018 - SAC @ GSW",W,26,15,5,12,41.7,3,4,75.0,2,2,100.0,2,3,5,3,0,1,1,2,8, SAC @ GSW,1627746
2018-03-09,"Mar 09, 2018 - SAC vs. ORL",W,22,8,3,6,50.0,0,0,0.0,2,2,100.0,2,5,7,1,0,1,3,0,13, SAC vs. ORL,1627746
2018-03-07,"Mar 07, 2018 - SAC vs. NOP",L,28,14,6,12,50.0,0,1,0.0,2,2,100.0,1,3,4,3,0,1,2,2,-7, SAC vs. NOP,1627746
2018-03-04,"Mar 04, 2018 - SAC vs. NYK",W,34,14,5,10,50.0,1,1,100.0,3,3,100.0,1,5,6,3,0,3,0,2,5, SAC vs. NYK,1627746
2018-03-03,"Mar 03, 2018 - SAC vs. UTA",L,29,12,4,10,40.0,1,1,100.0,3,4,75.0,5,7,12,3,0,3,4,5,-4, SAC vs. UTA,1627746
2018-03-01,"Mar 01, 2018 - SAC vs. BKN",W,30,11,5,10,50.0,0,0,0.0,1,2,50.0,3,1,4,2,2,1,2,2,-6, SAC vs. BKN,1627746
2018-02-27,"Feb 27, 2018 - SAC @ POR",L,26,6,1,5,20.0,0,0,0.0,4,4,100.0,0,3,3,0,0,1,0,4,-17, SAC @ POR,1627746
2018-02-26,"Feb 26, 2018 - SAC vs. MIN",L,31,20,8,11,72.7,1,3,33.3,3,3,100.0,1,3,4,0,1,0,0,2,-20, SAC vs. MIN,1627746
2018-02-24,"Feb 24, 2018 - SAC vs. LAL",L,25,8,3,9,33.3,0,1,0.0,2,2,100.0,4,1,5,4,0,1,0,2,13, SAC vs. LAL,1627746
2018-02-22,"Feb 22, 2018 - SAC vs. OKC",L,26,10,4,9,44.4,0,1,0.0,2,4,50.0,0,2,2,0,0,2,0,3,20, SAC vs. OKC,1627746
2018-01-25,"Jan 25, 2018 - SAC @ MIA",W,18,0,0,2,0.0,0,0,0.0,0,0,0.0,0,3,3,1,0,1,1,4,-13, SAC @ MIA,1627746
2018-01-23,"Jan 23, 2018 - SAC @ ORL",W,23,10,3,5,60.0,0,0,0.0,4,5,80.0,1,8,9,3,0,3,1,0,-8, SAC @ ORL,1627746
2018-01-22,"Jan 22, 2018 - SAC @ CHA",L,29,23,10,15,66.7,1,3,33.3,2,3,66.7,1,3,4,2,0,1,2,3,5, SAC @ CHA,1627746
2018-01-19,"Jan 19, 2018 - SAC @ MEM",L,29,4,2,8,25.0,0,2,0.0,0,0,0.0,3,3,6,3,3,1,0,0,-1, SAC @ MEM,1627746
2018-01-15,"Jan 15, 2018 - SAC @ OKC",L,28,7,3,10,30.0,0,3,0.0,1,5,20.0,2,6,8,1,1,0,1,3,-8, SAC @ OKC,1627746
2018-01-13,"Jan 13, 2018 - SAC @ LAC",L,22,14,5,8,62.5,2,2,100.0,2,4,50.0,3,4,7,1,1,1,0,3,-3, SAC @ LAC,1627746
2018-01-11,"Jan 11, 2018 - SAC vs. LAC",L,21,8,2,5,40.0,1,1,100.0,3,4,75.0,2,2,4,1,0,0,4,5,5, SAC vs. LAC,1627746
2018-01-09,"Jan 09, 2018 - SAC @ LAL",L,24,8,2,5,40.0,0,1,0.0,4,5,80.0,2,2,4,0,0,0,1,3,4, SAC @ LAL,1627746
2018-01-08,"Jan 08, 2018 - SAC vs. SAS",L,22,6,3,4,75.0,0,0,0.0,0,0,0.0,3,5,8,2,1,0,1,1,-1, SAC vs. SAS,1627746
2018-01-06,"Jan 06, 2018 - SAC vs. DEN",W,16,12,6,12,50.0,0,1,0.0,0,0,0.0,2,2,4,0,1,3,0,0,15, SAC vs. DEN,1627746
2018-01-02,"Jan 02, 2018 - SAC vs. CHA",L,28,17,7,14,50.0,0,0,0.0,3,3,100.0,7,8,15,0,0,0,2,2,-17, SAC vs. CHA,1627746
2017-12-31,"Dec 31, 2017 - SAC vs. MEM",L,20,6,3,4,75.0,0,0,0.0,0,0,0.0,0,2,2,1,0,0,1,3,-4, SAC vs. MEM,1627746
2017-12-29,"Dec 29, 2017 - SAC vs. PHX",L,16,12,5,6,83.3,0,0,0.0,2,2,100.0,2,2,4,1,0,0,0,2,-3, SAC vs. PHX,1627746
2017-12-20,"Dec 20, 2017 - SAC @ BKN",W,12,7,2,6,33.3,0,1,0.0,3,3,100.0,1,5,6,0,0,0,0,1,5, SAC @ BKN,1627746
2017-12-19,"Dec 19, 2017 - SAC @ PHI",W,4,2,1,2,50.0,0,0,0.0,0,0,0.0,0,0,0,1,0,1,0,2,0, SAC @ PHI,1627746
2017-12-17,"Dec 17, 2017 - SAC @ TOR",L,9,0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,1,0,1,-8, SAC @ TOR,1627746
2017-12-14,"Dec 14, 2017 - SAC @ MIN",L,13,6,3,5,60.0,0,0,0.0,0,0,0.0,1,0,1,1,0,1,0,2,-6, SAC @ MIN,1627746
2017-12-12,"Dec 12, 2017 - SAC vs. PHX",W,13,6,3,8,37.5,0,0,0.0,0,0,0.0,1,3,4,1,1,0,2,1,-2, SAC vs. PHX,1627746
2017-12-10,"Dec 10, 2017 - SAC vs. TOR",L,14,6,2,6,33.3,0,0,0.0,2,3,66.7,3,3,6,1,1,0,2,1,-16, SAC vs. TOR,1627746
2017-12-02,"Dec 02, 2017 - SAC @ MIL",L,4,2,1,2,50.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,1,3,-4, SAC @ MIL,1627746
2017-12-01,"Dec 01, 2017 - SAC @ CHI",W,15,6,3,6,50.0,0,0,0.0,0,0,0.0,1,3,4,3,0,0,2,1,5, SAC @ CHI,1627746
2017-11-28,"Nov 28, 2017 - SAC vs. MIL",L,24,11,4,8,50.0,0,0,0.0,3,3,100.0,3,3,6,0,0,0,0,2,0, SAC vs. MIL,1627746
2017-11-27,"Nov 27, 2017 - SAC @ GSW",W,15,9,4,7,57.1,0,0,0.0,1,1,100.0,1,3,4,1,0,2,2,3,-5, SAC @ GSW,1627746
2017-11-25,"Nov 25, 2017 - SAC vs. LAC",L,13,9,3,5,60.0,1,1,100.0,2,2,100.0,1,0,1,0,0,0,1,2,-6, SAC vs. LAC,1627746
2017-11-22,"Nov 22, 2017 - SAC vs. LAL",W,19,4,2,7,28.6,0,0,0.0,0,0,0.0,4,4,8,0,0,1,1,1,-1, SAC vs. LAL,1627746
2017-11-20,"Nov 20, 2017 - SAC vs. DEN",L,13,5,2,6,33.3,0,0,0.0,1,2,50.0,0,4,4,1,0,1,1,3,-4, SAC vs. DEN,1627746
2017-11-18,"Nov 18, 2017 - SAC @ POR",L,11,0,0,8,0.0,0,0,0.0,0,0,0.0,2,1,3,1,0,2,0,4,-4, SAC @ POR,1627746
2017-11-17,"Nov 17, 2017 - SAC vs. POR",W,17,3,1,7,14.3,0,0,0.0,1,2,50.0,3,2,5,1,0,1,1,3,-2, SAC vs. POR,1627746
2017-11-15,"Nov 15, 2017 - SAC @ ATL",L,7,6,3,5,60.0,0,0,0.0,0,0,0.0,1,0,1,1,0,0,0,0,-5, SAC @ ATL,1627746
2017-11-13,"Nov 13, 2017 - SAC @ WAS",L,25,11,4,7,57.1,1,1,100.0,2,4,50.0,0,2,2,0,1,1,0,2,-9, SAC @ WAS,1627746
2017-11-11,"Nov 11, 2017 - SAC @ NYK",L,25,19,5,10,50.0,0,1,0.0,9,10,90.0,3,3,6,1,2,0,2,5,0, SAC @ NYK,1627746
2017-11-09,"Nov 09, 2017 - SAC vs. PHI",W,11,2,1,4,25.0,0,0,0.0,0,0,0.0,1,3,4,0,0,1,1,4,-6, SAC vs. PHI,1627746
